obj_i,obj_j,cell_id,t_exit_i,t_enter_j,pet,severity
1373,1716,"(14, 14)",55.4,56.03333333333333,0.6333333333333329,critical
1373,1716,"(14, 14)",55.4,56.166666666666664,0.7666666666666657,critical
1373,1716,"(14, 14)",55.766666666666666,55.8,0.03333333333333144,critical
1373,1716,"(14, 14)",55.766666666666666,55.9,0.13333333333333286,critical
1373,1716,"(14, 14)",55.766666666666666,56.03333333333333,0.2666666666666657,critical
1373,1716,"(14, 14)",55.766666666666666,56.166666666666664,0.3999999999999986,critical
1716,1867,"(14, 14)",56.2,58.06666666666667,1.8666666666666671,moderate
1716,1867,"(14, 14)",56.2,58.2,2.0,moderate
1872,1878,"(25, 8)",58.4,58.5,0.10000000000000142,critical
596,620,"(22, 6)",17.333333333333332,17.533333333333335,0.20000000000000284,critical
596,620,"(22, 6)",17.333333333333332,17.6,0.26666666666666927,critical
596,620,"(22, 6)",17.333333333333332,17.7,0.36666666666666714,critical
596,674,"(22, 6)",17.333333333333332,18.566666666666666,1.2333333333333343,critical
620,674,"(22, 6)",17.533333333333335,18.566666666666666,1.0333333333333314,critical
620,674,"(22, 6)",17.633333333333333,18.566666666666666,0.9333333333333336,critical
674,620,"(22, 6)",19.133333333333333,19.566666666666666,0.43333333333333357,critical
674,769,"(22, 6)",19.133333333333333,21.066666666666666,1.9333333333333336,moderate
620,769,"(22, 6)",19.933333333333334,21.066666666666666,1.1333333333333329,critical
620,806,"(22, 6)",19.933333333333334,21.8,1.8666666666666671,moderate
769,806,"(22, 6)",21.066666666666666,21.8,0.7333333333333343,critical
781,856,"(22, 3)",24.5,24.633333333333333,0.13333333333333286,critical
781,856,"(22, 3)",24.5,24.7,0.1999999999999993,critical
781,923,"(22, 3)",24.5,25.333333333333332,0.8333333333333321,critical
781,856,"(22, 3)",24.633333333333333,24.7,0.06666666666666643,critical
781,923,"(22, 3)",24.633333333333333,25.333333333333332,0.6999999999999993,critical
856,923,"(22, 3)",24.633333333333333,25.333333333333332,0.6999999999999993,critical
856,781,"(22, 3)",24.633333333333333,25.366666666666667,0.7333333333333343,critical
856,923,"(22, 3)",24.766666666666666,25.333333333333332,0.5666666666666664,critical
856,781,"(22, 3)",24.766666666666666,25.366666666666667,0.6000000000000014,critical
923,781,"(22, 3)",25.333333333333332,25.366666666666667,0.03333333333333499,critical
923,1000,"(22, 3)",25.333333333333332,27.233333333333334,1.9000000000000021,moderate
781,1000,"(22, 3)",25.4,27.233333333333334,1.8333333333333357,moderate
856,886,"(21, 3)",23.4,24.066666666666666,0.6666666666666679,critical
856,620,"(21, 3)",24.6,25.433333333333334,0.8333333333333321,critical
856,620,"(21, 3)",24.6,25.566666666666666,0.966666666666665,critical
856,620,"(21, 3)",24.6,25.666666666666668,1.0666666666666664,critical
886,856,"(21, 3)",24.066666666666666,24.666666666666668,0.6000000000000014,critical
886,856,"(21, 3)",24.066666666666666,24.866666666666667,0.8000000000000007,critical
886,620,"(21, 3)",24.066666666666666,25.433333333333334,1.3666666666666671,critical
886,620,"(21, 3)",24.066666666666666,25.566666666666666,1.5,moderate
886,620,"(21, 3)",24.066666666666666,25.666666666666668,1.6000000000000014,moderate
856,620,"(21, 3)",24.666666666666668,25.433333333333334,0.7666666666666657,critical
856,620,"(21, 3)",24.666666666666668,25.566666666666666,0.8999999999999986,critical
856,620,"(21, 3)",24.666666666666668,25.666666666666668,1.0,critical
856,620,"(21, 3)",24.866666666666667,25.433333333333334,0.5666666666666664,critical
856,620,"(21, 3)",24.866666666666667,25.566666666666666,0.6999999999999993,critical
856,620,"(21, 3)",24.866666666666667,25.666666666666668,0.8000000000000007,critical
620,1000,"(21, 3)",25.466666666666665,27.2,1.7333333333333343,moderate
620,1000,"(21, 3)",25.466666666666665,27.266666666666666,1.8000000000000007,moderate
620,1000,"(21, 3)",25.6,27.2,1.5999999999999979,moderate
620,1000,"(21, 3)",25.6,27.266666666666666,1.6666666666666643,moderate
620,1000,"(21, 3)",25.666666666666668,27.2,1.5333333333333314,moderate
620,1000,"(21, 3)",25.666666666666668,27.266666666666666,1.5999999999999979,moderate
1061,1066,"(21, 3)",29.366666666666667,29.666666666666668,0.3000000000000007,critical
1734,1947,"(21, 3)",60.3,60.833333333333336,0.5333333333333385,critical
620,781,"(20, 4)",25.266666666666666,27.133333333333333,1.8666666666666671,moderate
620,781,"(20, 4)",25.266666666666666,27.2,1.9333333333333336,moderate
620,781,"(20, 4)",25.533333333333335,27.133333333333333,1.5999999999999979,moderate
620,781,"(20, 4)",25.533333333333335,27.2,1.6666666666666643,moderate
620,781,"(20, 4)",25.533333333333335,27.333333333333332,1.7999999999999972,moderate
158,91,"(18, 4)",3.8,4.8,1.0,critical
1734,1724,"(17, 4)",57.46666666666667,59.03333333333333,1.5666666666666629,moderate
1734,1724,"(17, 4)",57.9,59.03333333333333,1.1333333333333329,critical
268,353,"(13, 8)",11.233333333333333,13.233333333333333,2.0,moderate
268,353,"(13, 8)",12.0,13.233333333333333,1.2333333333333325,critical
268,353,"(13, 8)",12.0,13.333333333333334,1.333333333333334,critical
268,353,"(13, 8)",12.0,13.566666666666666,1.5666666666666664,moderate
268,353,"(13, 8)",12.0,13.866666666666667,1.8666666666666671,moderate
268,353,"(13, 8)",12.2,13.233333333333333,1.0333333333333332,critical
268,353,"(13, 8)",12.2,13.333333333333334,1.1333333333333346,critical
268,353,"(13, 8)",12.2,13.566666666666666,1.3666666666666671,critical
268,353,"(13, 8)",12.2,13.866666666666667,1.6666666666666679,moderate
268,353,"(13, 8)",12.5,13.233333333333333,0.7333333333333325,critical
268,353,"(13, 8)",12.5,13.333333333333334,0.8333333333333339,critical
268,353,"(13, 8)",12.5,13.566666666666666,1.0666666666666664,critical
268,353,"(13, 8)",12.5,13.866666666666667,1.3666666666666671,critical
93,327,"(13, 14)",7.033333333333333,8.8,1.7666666666666675,moderate
93,327,"(13, 14)",7.666666666666667,8.8,1.1333333333333337,critical
93,327,"(13, 14)",7.666666666666667,9.566666666666666,1.8999999999999995,moderate
327,510,"(13, 14)",13.2,15.166666666666666,1.9666666666666668,moderate
327,510,"(13, 14)",13.433333333333334,15.166666666666666,1.7333333333333325,moderate
1294,1409,"(13, 14)",38.6,40.56666666666667,1.9666666666666686,moderate
1540,1716,"(13, 14)",51.1,53.03333333333333,1.93333333333333,moderate
1683,1691,"(7, 3)",52.03333333333333,52.2,0.1666666666666714,critical
492,708,"(9, 4)",18.866666666666667,19.433333333333334,0.5666666666666664,critical
708,492,"(9, 4)",19.5,19.566666666666666,0.06666666666666643,critical
1587,1684,"(9, 4)",50.333333333333336,52.2,1.8666666666666671,moderate
1587,1684,"(9, 4)",50.666666666666664,52.2,1.5333333333333385,moderate
1587,1684,"(9, 4)",51.1,52.2,1.1000000000000014,critical
1684,1691,"(9, 4)",52.2,53.5,1.2999999999999972,critical
1684,1691,"(9, 4)",52.2,53.766666666666666,1.5666666666666629,moderate
268,353,"(12, 8)",12.066666666666666,13.833333333333334,1.7666666666666675,moderate
268,353,"(12, 8)",12.233333333333333,13.833333333333334,1.6000000000000014,moderate
155,175,"(25, 1)",3.8,4.133333333333334,0.3333333333333339,critical
448,507,"(6, 3)",13.966666666666667,15.133333333333333,1.166666666666666,critical
294,159,"(9, 5)",8.133333333333333,8.2,0.06666666666666643,critical
294,159,"(9, 5)",8.133333333333333,9.0,0.8666666666666671,critical
294,159,"(9, 5)",8.133333333333333,9.1,0.9666666666666668,critical
294,159,"(9, 5)",8.133333333333333,9.166666666666666,1.0333333333333332,critical
268,159,"(10, 5)",7.133333333333334,8.933333333333334,1.7999999999999998,moderate
268,159,"(10, 5)",7.133333333333334,9.033333333333333,1.8999999999999995,moderate
268,159,"(10, 5)",7.133333333333334,9.133333333333333,1.9999999999999991,moderate
1724,1691,"(10, 5)",54.06666666666667,55.733333333333334,1.6666666666666643,moderate
250,492,"(16, 5)",14.033333333333333,14.633333333333333,0.5999999999999996,critical
250,492,"(16, 5)",14.533333333333333,14.633333333333333,0.09999999999999964,critical
250,492,"(15, 5)",14.966666666666667,15.0,0.033333333333333215,critical
250,492,"(15, 5)",14.966666666666667,15.666666666666666,0.6999999999999993,critical
250,492,"(15, 5)",14.966666666666667,16.1,1.1333333333333346,critical
492,579,"(15, 5)",15.333333333333334,17.266666666666666,1.9333333333333318,moderate
492,579,"(15, 5)",15.7,17.266666666666666,1.5666666666666664,moderate
492,579,"(15, 5)",16.1,17.266666666666666,1.1666666666666643,critical
250,492,"(14, 5)",15.233333333333333,15.366666666666667,0.13333333333333464,critical
250,492,"(14, 5)",15.233333333333333,15.733333333333333,0.5,critical
250,492,"(14, 5)",15.233333333333333,15.9,0.6666666666666679,critical
250,492,"(14, 5)",15.233333333333333,16.133333333333333,0.9000000000000004,critical
250,579,"(14, 5)",15.233333333333333,16.933333333333334,1.700000000000001,moderate
492,579,"(14, 5)",15.633333333333333,16.933333333333334,1.3000000000000007,critical
492,579,"(14, 5)",15.833333333333334,16.933333333333334,1.0999999999999996,critical
492,579,"(14, 5)",16.0,16.933333333333334,0.9333333333333336,critical
492,579,"(14, 5)",16.5,16.933333333333334,0.43333333333333357,critical
1724,1691,"(11, 5)",54.4,56.166666666666664,1.7666666666666657,moderate
1724,1691,"(11, 5)",54.4,56.266666666666666,1.8666666666666671,moderate
1724,1691,"(11, 5)",55.13333333333333,56.166666666666664,1.0333333333333314,critical
1724,1691,"(11, 5)",55.13333333333333,56.266666666666666,1.1333333333333329,critical
268,353,"(12, 7)",9.733333333333333,11.533333333333333,1.8000000000000007,moderate
268,353,"(12, 7)",9.733333333333333,11.733333333333333,2.0,moderate
268,353,"(13, 7)",10.666666666666666,12.6,1.9333333333333336,moderate
268,353,"(13, 7)",11.1,12.6,1.5,moderate
268,353,"(13, 7)",11.1,12.733333333333333,1.6333333333333329,moderate
268,353,"(13, 7)",11.1,12.833333333333334,1.7333333333333343,moderate
268,353,"(13, 7)",11.1,13.0,1.9000000000000004,moderate
268,353,"(13, 7)",11.3,12.6,1.299999999999999,critical
268,353,"(13, 7)",11.3,12.733333333333333,1.4333333333333318,critical
268,353,"(13, 7)",11.3,12.833333333333334,1.5333333333333332,moderate
268,353,"(13, 7)",11.3,13.0,1.6999999999999993,moderate
268,353,"(13, 7)",11.3,13.266666666666667,1.9666666666666668,moderate
1724,1691,"(12, 5)",56.0,57.03333333333333,1.0333333333333314,critical
386,429,"(20, 13)",11.966666666666667,13.5,1.5333333333333332,moderate
853,888,"(20, 13)",23.266666666666666,24.3,1.033333333333335,critical
853,888,"(20, 13)",23.566666666666666,24.3,0.7333333333333343,critical
425,429,"(20, 12)",13.333333333333334,13.9,0.5666666666666664,critical
425,429,"(20, 12)",13.333333333333334,14.466666666666667,1.1333333333333329,critical
425,429,"(20, 12)",13.333333333333334,14.966666666666667,1.6333333333333329,moderate
425,467,"(18, 13)",13.433333333333334,13.966666666666667,0.5333333333333332,critical
425,429,"(18, 13)",13.433333333333334,14.1,0.6666666666666661,critical
425,429,"(18, 13)",13.433333333333334,14.533333333333333,1.0999999999999996,critical
467,429,"(18, 13)",14.066666666666666,14.1,0.033333333333333215,critical
467,429,"(18, 13)",14.066666666666666,14.533333333333333,0.4666666666666668,critical
1718,1831,"(19, 12)",55.13333333333333,56.766666666666666,1.6333333333333329,moderate
1724,1691,"(13, 5)",56.06666666666667,57.733333333333334,1.6666666666666643,moderate
1724,1691,"(13, 5)",56.13333333333333,57.733333333333334,1.6000000000000014,moderate
1724,1691,"(13, 5)",56.43333333333333,57.733333333333334,1.3000000000000043,critical
1724,1691,"(13, 5)",56.666666666666664,57.733333333333334,1.06666666666667,critical
856,620,"(20, 3)",23.466666666666665,25.4,1.9333333333333336,moderate
779,879,"(19, 9)",22.5,24.133333333333333,1.6333333333333329,moderate
977,1054,"(19, 9)",28.033333333333335,29.633333333333333,1.5999999999999979,moderate
1371,1399,"(19, 9)",40.266666666666666,40.833333333333336,0.56666666666667,critical
779,879,"(18, 9)",22.966666666666665,24.266666666666666,1.3000000000000007,critical
977,1054,"(18, 9)",28.6,29.933333333333334,1.3333333333333321,critical
1371,1399,"(18, 9)",40.53333333333333,41.06666666666667,0.5333333333333385,critical
696,710,"(4, 5)",19.233333333333334,19.433333333333334,0.1999999999999993,critical
696,710,"(4, 5)",19.233333333333334,19.566666666666666,0.33333333333333215,critical
977,1045,"(22, 10)",26.9,28.9,2.0,moderate
1045,1054,"(22, 10)",28.9,29.1,0.20000000000000284,critical
977,1054,"(21, 10)",27.333333333333332,29.133333333333333,1.8000000000000007,moderate
779,879,"(20, 10)",22.166666666666668,23.966666666666665,1.7999999999999972,moderate
977,1054,"(20, 10)",27.366666666666667,29.366666666666667,2.0,moderate
779,879,"(19, 10)",22.266666666666666,24.033333333333335,1.7666666666666693,moderate
1244,1395,"(14, 6)",39.6,40.266666666666666,0.6666666666666643,critical
1244,1395,"(14, 6)",40.166666666666664,40.266666666666666,0.10000000000000142,critical
1746,1734,"(14, 4)",53.96666666666667,55.13333333333333,1.1666666666666643,critical
1746,1734,"(14, 4)",53.96666666666667,55.2,1.2333333333333343,critical
1746,1734,"(14, 4)",53.96666666666667,55.7,1.7333333333333343,moderate
1746,1734,"(14, 4)",53.96666666666667,55.96666666666667,2.0,moderate
1746,1734,"(14, 4)",54.266666666666666,55.13333333333333,0.8666666666666671,critical
1746,1734,"(14, 4)",54.266666666666666,55.2,0.9333333333333371,critical
1746,1734,"(14, 4)",54.266666666666666,55.7,1.4333333333333371,critical
1746,1734,"(14, 4)",54.266666666666666,55.96666666666667,1.7000000000000028,moderate
1734,1724,"(14, 4)",55.13333333333333,56.53333333333333,1.3999999999999986,critical
1734,1724,"(14, 4)",55.13333333333333,56.86666666666667,1.7333333333333343,moderate
1734,1724,"(14, 4)",55.63333333333333,56.53333333333333,0.8999999999999986,critical
1734,1724,"(14, 4)",55.63333333333333,56.86666666666667,1.2333333333333343,critical
1734,1724,"(14, 4)",55.733333333333334,56.53333333333333,0.7999999999999972,critical
1734,1724,"(14, 4)",55.733333333333334,56.86666666666667,1.1333333333333329,critical
1734,1724,"(14, 4)",56.166666666666664,56.53333333333333,0.36666666666666714,critical
1734,1724,"(14, 4)",56.166666666666664,56.86666666666667,0.7000000000000028,critical
1746,1734,"(15, 4)",53.9,55.666666666666664,1.7666666666666657,moderate
1746,1734,"(15, 4)",53.9,55.766666666666666,1.8666666666666671,moderate
1734,1724,"(15, 4)",55.666666666666664,57.333333333333336,1.6666666666666714,moderate
1734,1724,"(15, 4)",55.93333333333333,57.333333333333336,1.4000000000000057,critical
1734,1724,"(15, 4)",56.766666666666666,57.333333333333336,0.56666666666667,critical
1592,1602,"(23, 14)",48.36666666666667,48.6,0.23333333333333428,critical
1592,1602,"(23, 14)",48.36666666666667,48.766666666666666,0.3999999999999986,critical
1592,1602,"(23, 14)",48.63333333333333,48.766666666666666,0.13333333333333286,critical
1602,1592,"(23, 14)",48.63333333333333,48.766666666666666,0.13333333333333286,critical
1602,1592,"(23, 14)",48.63333333333333,48.93333333333333,0.29999999999999716,critical
1602,1592,"(23, 14)",48.63333333333333,49.266666666666666,0.6333333333333329,critical
1602,1592,"(23, 14)",48.766666666666666,48.93333333333333,0.1666666666666643,critical
1602,1592,"(23, 14)",48.766666666666666,49.266666666666666,0.5,critical
1592,1602,"(24, 14)",48.5,48.666666666666664,0.1666666666666643,critical
1602,1592,"(24, 14)",48.733333333333334,48.86666666666667,0.13333333333333286,critical
1602,1592,"(24, 14)",48.733333333333334,48.96666666666667,0.23333333333333428,critical
1602,1592,"(24, 14)",48.733333333333334,49.93333333333333,1.1999999999999957,critical
1592,1688,"(23, 13)",50.4,52.13333333333333,1.7333333333333343,moderate
1592,1688,"(23, 13)",50.4,52.36666666666667,1.9666666666666686,moderate
1592,1688,"(23, 13)",50.63333333333333,52.13333333333333,1.5,moderate
1592,1688,"(23, 13)",50.63333333333333,52.36666666666667,1.7333333333333343,moderate
1592,1688,"(23, 13)",50.9,52.13333333333333,1.2333333333333343,critical
1592,1688,"(23, 13)",50.9,52.36666666666667,1.4666666666666686,critical
1592,1688,"(23, 13)",51.0,52.13333333333333,1.1333333333333329,critical
1592,1688,"(23, 13)",51.0,52.36666666666667,1.3666666666666671,critical
1734,1724,"(11, 4)",53.7,54.43333333333333,0.7333333333333272,critical
1734,1724,"(13, 4)",55.166666666666664,56.1,0.9333333333333371,critical
1734,1724,"(13, 4)",55.166666666666664,56.2,1.0333333333333385,critical
1734,1724,"(13, 4)",55.166666666666664,56.46666666666667,1.3000000000000043,critical
1734,1724,"(13, 4)",55.166666666666664,56.6,1.4333333333333371,critical
1734,1724,"(13, 4)",55.166666666666664,56.7,1.5333333333333385,moderate
1734,1724,"(12, 4)",54.4,56.166666666666664,1.7666666666666657,moderate
1734,1724,"(12, 4)",54.86666666666667,56.166666666666664,1.2999999999999972,critical
1734,1724,"(16, 4)",57.333333333333336,58.36666666666667,1.0333333333333314,critical
1774,1791,"(5, 4)",55.2,55.666666666666664,0.46666666666666146,critical
1774,1800,"(5, 4)",55.2,56.03333333333333,0.8333333333333286,critical
1774,1827,"(5, 4)",55.2,56.666666666666664,1.4666666666666615,critical
1800,1827,"(5, 4)",56.06666666666667,56.666666666666664,0.5999999999999943,critical
1800,1860,"(5, 4)",56.06666666666667,57.8,1.7333333333333272,moderate
1827,1860,"(5, 4)",56.666666666666664,57.8,1.1333333333333329,critical
