pet,risk_level
0.7,Critical
0.9000000000000001,Critical
1.3333333333333333,Serious
0.1666666666666665,Critical
1.4,Serious
1.4333333333333336,Serious
1.6333333333333329,Serious
1.2666666666666666,Serious
1.466666666666666,Serious
1.9,Serious
1.7333333333333334,Serious
1.9,Serious
1.1,Serious
1.2999999999999998,Serious
1.6333333333333329,Serious
1.1333333333333333,Serious
1.4666666666666663,Serious
0.9666666666666668,Critical
1.3333333333333333,Serious
1.4,Serious
1.6666666666666667,Serious
1.9333333333333331,Serious
0.9333333333333332,Critical
1.2999999999999998,Serious
1.3666666666666665,Serious
1.6333333333333333,Serious
1.9,Serious
0.3666666666666666,Critical
0.4333333333333332,Critical
0.7000000000000001,Critical
0.9666666666666668,Critical
1.8,Serious
1.9666666666666663,Serious
0.2666666666666668,Critical
0.5333333333333334,Critical
1.8666666666666667,Serious
1.5333333333333332,Serious
1.6999999999999995,Serious
1.3333333333333333,Serious
1.4999999999999998,Serious
1.3000000000000005,Serious
1.5666666666666669,Serious
0.9333333333333336,Critical
1.2000000000000002,Serious
1.9000000000000004,Serious
0.9666666666666686,Critical
1.666666666666668,Serious
0.0666666666666666,Critical
1.5,Serious
1.7,Serious
1.7666666666666666,Serious
1.3666666666666667,Serious
1.5666666666666664,Serious
1.6333333333333333,Serious
0.1333333333333333,Critical
1.4,Serious
1.6,Serious
1.6666666666666663,Serious
1.2666666666666666,Serious
1.4666666666666666,Serious
1.5333333333333332,Serious
1.9666666666666668,Serious
0.1000000000000005,Critical
1.5666666666666669,Serious
1.7,Serious
1.9333333333333331,Serious
0.1333333333333333,Critical
0.2333333333333333,Critical
0.7666666666666666,Critical
1.5666666666666669,Serious
1.7,Serious
1.9333333333333331,Serious
1.4,Serious
1.5333333333333332,Serious
1.7666666666666666,Serious
0.9,Critical
1.0333333333333332,Serious
1.2666666666666666,Serious
0.7666666666666666,Critical
0.8999999999999999,Critical
1.1333333333333333,Serious
0.3333333333333335,Critical
1.3000000000000005,Serious
1.666666666666667,Serious
0.2333333333333334,Critical
1.2000000000000002,Serious
1.5666666666666669,Serious
0.9666666666666668,Critical
1.3333333333333337,Serious
1.9000000000000004,Serious
1.9000000000000004,Serious
0.5333333333333337,Critical
0.5333333333333337,Critical
0.733333333333333,Critical
1.233333333333333,Serious
0.5666666666666669,Critical
0.5666666666666669,Critical
0.7666666666666662,Critical
1.2666666666666662,Serious
0.1999999999999993,Critical
0.6999999999999993,Critical
1.4333333333333336,Serious
1.7000000000000002,Serious
1.3000000000000007,Serious
1.566666666666667,Serious
0.3333333333333339,Critical
0.0999999999999996,Critical
0.1999999999999993,Critical
0.4666666666666668,Critical
0.5666666666666667,Critical
0.2666666666666692,Critical
1.633333333333333,Serious
1.4,Serious
1.8666666666666667,Serious
0.6333333333333333,Critical
1.7666666666666666,Serious
0.5,Critical
1.6333333333333333,Serious
1.9,Serious
0.4000000000000003,Critical
0.666666666666667,Critical
1.7333333333333334,Serious
1.5,Serious
1.4333333333333336,Serious
0.7333333333333307,Critical
0.1666666666666643,Critical
0.8999999999999986,Critical
1.4999999999999998,Serious
1.633333333333333,Serious
1.8333333333333333,Serious
1.9666666666666663,Serious
1.766666666666667,Serious
1.9,Serious
0.6333333333333329,Critical
1.93333333333333,Serious
0.3666666666666671,Critical
1.6666666666666643,Serious
1.2999999999999972,Serious
1.9333333333333336,Serious
1.2333333333333307,Serious
1.8666666666666671,Serious
1.1,Serious
1.1666666666666663,Serious
1.7333333333333338,Serious
1.8666666666666667,Serious
0.2666666666666666,Critical
0.3999999999999994,Critical
1.9666666666666668,Serious
1.5,Serious
1.4,Serious
1.5000000000000004,Serious
1.9333333333333336,Serious
2.0,Moderate
1.8666666666666665,Serious
1.933333333333333,Serious
1.0999999999999996,Serious
1.166666666666667,Serious
2.0,Moderate
1.5,Serious
1.9333333333333336,Serious
0.1666666666666669,Critical
1.6333333333333335,Serious
1.3999999999999997,Serious
1.8999999999999997,Serious
1.9666666666666668,Serious
0.4666666666666668,Critical
0.3999999999999994,Critical
0.0666666666666664,Critical
1.8999999999999997,Serious
1.7666666666666666,Serious
1.833333333333333,Serious
1.2333333333333334,Serious
1.8666666666666671,Serious
1.9333333333333336,Serious
0.0333333333333332,Critical
0.1666666666666669,Critical
1.966666666666666,Serious
1.933333333333333,Serious
1.6999999999999993,Serious
0.7666666666666728,Critical
1.2333333333333345,Serious
1.2999999999999972,Serious
1.833333333333336,Serious
1.3999999999999997,Serious
1.7333333333333345,Serious
1.8000000000000007,Serious
1.8000000000000007,Serious
1.8666666666666671,Serious
1.3666666666666671,Serious
1.166666666666668,Serious
0.8666666666666671,Critical
1.5333333333333314,Serious
0.6333333333333329,Critical
0.8999999999999986,Critical
1.099999999999998,Serious
1.6999999999999995,Serious
1.3999999999999997,Serious
1.7666666666666675,Serious
1.7666666666666655,Serious
1.5,Serious
1.5,Serious
1.466666666666666,Serious
1.3999999999999997,Serious
1.799999999999999,Serious
2.0,Moderate
0.9333333333333372,Critical
1.4000000000000004,Serious
1.833333333333334,Serious
2.0,Moderate
1.5999999999999996,Serious
1.2000000000000002,Serious
1.6333333333333335,Serious
1.966666666666665,Serious
0.7999999999999998,Critical
1.4333333333333336,Serious
1.5666666666666664,Serious
1.9000000000000004,Serious
1.7666666666666675,Serious
1.833333333333334,Serious
2.0,Moderate
1.4333333333333336,Serious
1.5666666666666664,Serious
1.7666666666666655,Serious
2.0,Moderate
1.8666666666666651,Serious
1.9999999999999984,Serious
1.7666666666666675,Serious
1.9666666666666668,Serious
1.8666666666666667,Serious
1.7000000000000002,Serious
1.3,Serious
1.7999999999999972,Serious
1.56666666666667,Serious
1.93333333333333,Serious
1.8000000000000007,Serious
1.8000000000000007,Serious
1.8666666666666671,Serious
0.1333333333333328,Critical
0.3666666666666662,Critical
0.0999999999999996,Critical
1.8333333333333288,Serious
1.43333333333333,Serious
1.9666666666666688,Serious
1.7000000000000028,Serious
1.2333333333333345,Serious
0.8999999999999986,Critical
1.5666666666666664,Serious
1.4333333333333336,Serious
1.166666666666667,Serious
2.0,Moderate
1.6000000000000003,Serious
1.566666666666667,Serious
1.8666666666666665,Serious
1.966666666666668,Serious
1.4333333333333336,Serious
2.0,Moderate
1.8000000000000007,Serious
1.8666666666666671,Serious
1.9666666666666688,Serious
0.7333333333333343,Critical
0.6666666666666643,Critical
1.1666666666666714,Serious
0.8666666666666671,Critical
1.4999999999999991,Serious
1.7333333333333334,Serious
1.5333333333333332,Serious
1.5999999999999996,Serious
1.7333333333333345,Serious
1.8666666666666671,Serious
1.4333333333333336,Serious
1.2000000000000028,Serious
1.9666666666666688,Serious
1.3333333333333357,Serious
0.2000000000000001,Critical
0.4333333333333335,Critical
1.0,Serious
1.0999999999999996,Serious
0.1333333333333333,Critical
0.3666666666666667,Critical
0.9333333333333332,Critical
1.0333333333333328,Serious
1.1000000000000003,Serious
1.7333333333333345,Serious
1.8000000000000007,Serious
1.6333333333333329,Serious
1.6999999999999993,Serious
1.7666666666666666,Serious
1.833333333333333,Serious
1.7999999999999998,Serious
1.8999999999999997,Serious
0.2666666666666657,Critical
1.9666666666666668,Serious
1.8666666666666651,Serious
1.7666666666666655,Serious
1.666666666666668,Serious
1.9333333333333336,Serious
2.0,Moderate
1.9000000000000004,Serious
2.0,Moderate
1.799999999999999,Serious
1.6999999999999993,Serious
1.9333333333333336,Serious
1.2666666666666655,Serious
1.5666666666666664,Serious
1.6999999999999993,Serious
1.7666666666666675,Serious
1.7666666666666655,Serious
1.9000000000000004,Serious
1.1333333333333329,Serious
1.933333333333337,Serious
1.9333333333333336,Serious
2.0,Moderate
1.5666666666666664,Serious
1.6333333333333329,Serious
1.7666666666666655,Serious
1.2333333333333336,Serious
0.4666666666666668,Critical
0.3333333333333335,Critical
1.9666666666666668,Serious
1.666666666666666,Serious
1.799999999999999,Serious
0.8666666666666671,Critical
0.9666666666666616,Critical
1.0333333333333314,Serious
1.2666666666666655,Serious
1.3333333333333286,Serious
1.7333333333333345,Serious
0.3333333333333286,Critical
2.0,Moderate
0.4000000000000057,Critical
0.6000000000000014,Critical
1.56666666666667,Serious
1.6666666666666714,Serious
1.56666666666667,Serious
1.6333333333333329,Serious
1.3333333333333357,Serious
1.3999999999999986,Serious
1.1666666666666714,Serious
1.2333333333333345,Serious
0.9000000000000057,Critical
0.9666666666666686,Critical
1.9000000000000057,Serious
1.9666666666666688,Serious
0.6666666666666714,Critical
0.7333333333333343,Critical
1.6666666666666714,Serious
1.7333333333333345,Serious
0.5,Critical
0.5666666666666629,Critical
1.5,Serious
1.5666666666666629,Serious
0.0666666666666628,Critical
1.0,Serious
1.0666666666666629,Serious
0.0666666666666628,Critical
0.2333333333333342,Critical
0.6999999999999957,Critical
1.0,Serious
1.0,Serious
1.0666666666666629,Serious
1.0666666666666629,Serious
1.7333333333333345,Serious
0.9000000000000057,Critical
0.9666666666666686,Critical
0.1333333333333399,Critical
0.6000000000000014,Critical
0.9000000000000057,Critical
0.9000000000000057,Critical
0.9666666666666686,Critical
0.9666666666666686,Critical
1.63333333333334,Serious
0.7666666666666657,Critical
0.8333333333333286,Critical
0.1666666666666714,Critical
0.2333333333333342,Critical
0.0666666666666628,Critical
0.0666666666666628,Critical
0.7333333333333343,Critical
1.1666666666666643,Serious
1.6666666666666643,Serious
0.6000000000000014,Critical
1.0333333333333314,Serious
1.5333333333333314,Serious
1.8999999999999984,Serious
1.5333333333333314,Serious
1.7999999999999972,Serious
2.0,Moderate
2.0,Moderate
1.833333333333332,Serious
1.933333333333332,Serious
1.1333333333333329,Serious
1.2333333333333325,Serious
0.9000000000000004,Critical
1.0,Serious
0.6666666666666661,Critical
0.7666666666666657,Critical
0.4000000000000003,Critical
0.5,Critical
1.8666666666666671,Serious
1.9666666666666668,Serious
1.8000000000000007,Serious
1.9000000000000004,Serious
1.4333333333333371,Serious
1.933333333333337,Serious
1.06666666666667,Serious
1.56666666666667,Serious
1.6666666666666714,Serious
0.7333333333333343,Critical
1.2333333333333345,Serious
1.3333333333333357,Serious
0.4666666666666685,Critical
0.9666666666666686,Critical
1.06666666666667,Serious
1.8000000000000045,Serious
1.9666666666666688,Serious
0.2666666666666657,Critical
0.7666666666666657,Critical
0.8666666666666671,Critical
1.6000000000000014,Serious
1.7666666666666655,Serious
0.0666666666666699,Critical
0.56666666666667,Critical
0.6666666666666714,Critical
1.4000000000000057,Serious
1.56666666666667,Serious
0.0666666666666699,Critical
0.1666666666666714,Critical
0.9000000000000057,Critical
1.06666666666667,Serious
0.0666666666666699,Critical
0.1666666666666714,Critical
0.9000000000000057,Critical
0.9000000000000057,Critical
1.06666666666667,Serious
1.06666666666667,Serious
1.7333333333333345,Serious
0.1000000000000014,Critical
0.8333333333333357,Critical
1.0,Serious
0.1000000000000014,Critical
0.8333333333333357,Critical
0.8333333333333357,Critical
1.0,Serious
1.0,Serious
1.6666666666666643,Serious
0.6666666666666714,Critical
0.8333333333333357,Critical
0.7333333333333343,Critical
0.7333333333333343,Critical
0.8999999999999986,Critical
0.8999999999999986,Critical
1.5666666666666629,Serious
2.0,Moderate
0.0666666666666699,Critical
0.0666666666666699,Critical
0.7333333333333343,Critical
1.1666666666666714,Serious
1.6000000000000014,Serious
1.933333333333337,Serious
0.6666666666666643,Critical
1.1000000000000014,Serious
1.5333333333333314,Serious
1.8666666666666671,Serious
0.9666666666666616,Critical
1.0666666666666629,Serious
1.1999999999999955,Serious
1.3333333333333286,Serious
0.8666666666666671,Critical
0.9666666666666686,Critical
1.1000000000000014,Serious
1.2333333333333345,Serious
0.3999999999999986,Critical
0.5,Critical
0.6333333333333329,Critical
0.7666666666666657,Critical
0.0333333333333314,Critical
0.1333333333333328,Critical
0.2666666666666657,Critical
0.3999999999999986,Critical
1.8666666666666671,Serious
2.0,Moderate
0.1000000000000014,Critical
0.2000000000000028,Critical
0.2666666666666692,Critical
0.3666666666666671,Critical
1.2333333333333345,Serious
1.0333333333333314,Serious
0.9333333333333336,Critical
0.4333333333333335,Critical
1.9333333333333336,Serious
1.1333333333333329,Serious
1.8666666666666671,Serious
0.7333333333333343,Critical
0.1333333333333328,Critical
0.1999999999999993,Critical
0.8333333333333321,Critical
0.0666666666666664,Critical
0.6999999999999993,Critical
0.6999999999999993,Critical
0.7333333333333343,Critical
0.5666666666666664,Critical
0.6000000000000014,Critical
0.0333333333333349,Critical
1.900000000000002,Serious
1.833333333333336,Serious
0.6666666666666679,Critical
0.8333333333333321,Critical
0.966666666666665,Critical
1.0666666666666664,Serious
0.6000000000000014,Critical
0.8000000000000007,Critical
1.3666666666666671,Serious
1.5,Serious
1.6000000000000014,Serious
0.7666666666666657,Critical
0.8999999999999986,Critical
1.0,Serious
0.5666666666666664,Critical
0.6999999999999993,Critical
0.8000000000000007,Critical
1.7333333333333345,Serious
1.8000000000000007,Serious
1.599999999999998,Serious
1.6666666666666643,Serious
1.5333333333333314,Serious
1.599999999999998,Serious
0.3000000000000007,Critical
0.5333333333333385,Critical
1.8666666666666671,Serious
1.9333333333333336,Serious
1.599999999999998,Serious
1.6666666666666643,Serious
1.7999999999999972,Serious
1.0,Serious
1.5666666666666629,Serious
1.1333333333333329,Serious
2.0,Moderate
1.2333333333333325,Serious
1.333333333333334,Serious
1.5666666666666664,Serious
1.8666666666666671,Serious
1.0333333333333332,Serious
1.1333333333333346,Serious
1.3666666666666671,Serious
1.666666666666668,Serious
0.7333333333333325,Critical
0.8333333333333339,Critical
1.0666666666666664,Serious
1.3666666666666671,Serious
1.7666666666666675,Serious
1.1333333333333335,Serious
1.8999999999999997,Serious
1.9666666666666668,Serious
1.7333333333333325,Serious
1.9666666666666688,Serious
1.93333333333333,Serious
0.1666666666666714,Critical
0.5666666666666664,Critical
0.0666666666666664,Critical
1.8666666666666671,Serious
1.5333333333333383,Serious
1.1000000000000014,Serious
1.2999999999999972,Serious
1.5666666666666629,Serious
1.7666666666666675,Serious
1.6000000000000014,Serious
0.3333333333333339,Critical
1.166666666666666,Serious
0.0666666666666664,Critical
0.8666666666666671,Critical
0.9666666666666668,Critical
1.0333333333333332,Serious
1.7999999999999998,Serious
1.8999999999999997,Serious
1.9999999999999991,Serious
1.6666666666666643,Serious
0.5999999999999996,Critical
0.0999999999999996,Critical
0.0333333333333332,Critical
0.6999999999999993,Critical
1.1333333333333346,Serious
1.933333333333332,Serious
1.5666666666666664,Serious
1.1666666666666643,Serious
0.1333333333333346,Critical
0.5,Critical
0.6666666666666679,Critical
0.9000000000000004,Critical
1.700000000000001,Serious
1.3000000000000007,Serious
1.0999999999999996,Serious
0.9333333333333336,Critical
0.4333333333333335,Critical
1.7666666666666655,Serious
1.8666666666666671,Serious
1.0333333333333314,Serious
1.1333333333333329,Serious
1.8000000000000007,Serious
2.0,Moderate
1.9333333333333336,Serious
1.5,Serious
1.6333333333333329,Serious
1.7333333333333345,Serious
1.9000000000000004,Serious
1.299999999999999,Serious
1.4333333333333318,Serious
1.5333333333333332,Serious
1.6999999999999993,Serious
1.9666666666666668,Serious
1.0333333333333314,Serious
1.5333333333333332,Serious
1.033333333333335,Serious
0.7333333333333343,Critical
0.5666666666666664,Critical
1.1333333333333329,Serious
1.6333333333333329,Serious
0.5333333333333332,Critical
0.6666666666666661,Critical
1.0999999999999996,Serious
0.0333333333333332,Critical
0.4666666666666668,Critical
1.6333333333333329,Serious
1.6666666666666643,Serious
1.6000000000000014,Serious
1.3000000000000045,Serious
1.06666666666667,Serious
1.9333333333333336,Serious
1.6333333333333329,Serious
1.599999999999998,Serious
0.56666666666667,Critical
1.3000000000000007,Serious
1.333333333333332,Serious
0.5333333333333385,Critical
0.1999999999999993,Critical
0.3333333333333321,Critical
2.0,Moderate
0.2000000000000028,Critical
1.8000000000000007,Serious
1.7999999999999972,Serious
2.0,Moderate
1.7666666666666693,Serious
0.6666666666666643,Critical
0.1000000000000014,Critical
1.1666666666666643,Serious
1.2333333333333345,Serious
1.7333333333333345,Serious
2.0,Moderate
0.8666666666666671,Critical
0.9333333333333372,Critical
1.4333333333333371,Serious
1.7000000000000028,Serious
1.3999999999999986,Serious
1.7333333333333345,Serious
0.8999999999999986,Critical
1.2333333333333345,Serious
0.7999999999999972,Critical
1.1333333333333329,Serious
0.3666666666666671,Critical
0.7000000000000028,Critical
1.7666666666666655,Serious
1.8666666666666671,Serious
1.6666666666666714,Serious
1.4000000000000057,Serious
0.56666666666667,Critical
0.2333333333333342,Critical
0.3999999999999986,Critical
0.1333333333333328,Critical
0.1333333333333328,Critical
0.2999999999999971,Critical
0.6333333333333329,Critical
0.1666666666666643,Critical
0.5,Critical
0.1666666666666643,Critical
0.1333333333333328,Critical
0.2333333333333342,Critical
1.1999999999999955,Serious
1.7333333333333345,Serious
1.9666666666666688,Serious
1.5,Serious
1.7333333333333345,Serious
1.2333333333333345,Serious
1.4666666666666686,Serious
1.1333333333333329,Serious
1.3666666666666671,Serious
0.7333333333333272,Critical
0.9333333333333372,Critical
1.0333333333333383,Serious
1.3000000000000045,Serious
1.4333333333333371,Serious
1.5333333333333383,Serious
1.7666666666666655,Serious
1.2999999999999972,Serious
1.0333333333333314,Serious
0.4666666666666614,Critical
0.8333333333333286,Critical
1.4666666666666617,Serious
0.5999999999999943,Critical
1.7333333333333272,Serious
1.1333333333333329,Serious
